id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,move_count
ma3ImTIr,True,1443720000000.0,1443720000000.0,104,resign,black,5+8,drunkenfluteplayer,1325,josepmescute,1617,d4 d5 c4 e6 a3 Nf6 Nc3 Nbd7 e3 a6 Nf3 dxc4 Bxc4 b5 Bd3 Bb7 O-O Be7 Bc2 O-O Qe2 Nd5 Ne5 Nxc3 bxc3 Bf6 Rd1 Qe7 Qd3 g6 Nxd7 Qxd7 e4 Qc6 f3 Rad8 g4 Bg7 a4 Qc4 Bf4 e5 Qxc4 bxc4 Bxe5 Bxe5 dxe5 a5 f4 Rfe8 f5 Rxd1+ Rxd1 Rxe5 fxg6 hxg6 Re1 Kg7 h4 f5 Kf2 Bxe4 Bxe4 fxe4 Ke3 Kh6 Kd4 Re7 Rxe4 Rd7+ Kxc4 Rd1 Re7 Ra1 Rxc7 Rxa4+ Kb5 Rxg4 Kxa5 Rxh4 c4 g5 Rc6+ Kg7 c5 g4 Rc7+ Kf6 Rd7 Rh5 Kb6 g3 c6 g2 Rd1 Rh1 c7 Rxd1 c8=Q g1=Q+ Kb7 Qg7+ Qc7 Rd7,D30,Queen's Gambit Declined,4,104
u4DfaSGT,True,1500892722751.0,1500892934352.0,23,mate,white,15+25,clash_royale,1552,shalaly,1075,e4 e5 Nf3 Bc5 Bc4 Nf6 Nxe5 O-O Nxf7 Qe7 Nh6+ Kh8 Nf7+ Kg8 Nd6+ Kh8 Nxc8 Nxe4 Nxe7 Nxf2 Qh5 Re8 Qxe8#,C40,King's Pawn Game: Busch-Gass Gambit,4,23
bt7zA9eR,True,1504021075697.0,1504021407248.0,49,resign,white,10+2,denisgodunov,1555,louisferdinand,1566,e4 e5 d4 Nc6 Nf3 d6 Bc4 Bg4 Nbd2 Nf6 h3 Bxf3 Qxf3 Nxd4 Bb5+ Nxb5 c3 a6 a4 Na7 O-O Be7 g4 g5 Nb3 Nd7 Qg3 Nb6 f4 exf4 Bxf4 gxf4 Qxf4 Rf8 Nd4 Qd7 Nf5 O-O-O a5 Nc4 b3 Ne5 c4 Nd3 Qe3 Ne5 Qxa7 Qc6 Nxe7+,C44,Scotch Game,5,49
b8WW8KMc,True,1491070579995.0,1491072829736.0,123,resign,white,15+15,f1v3,1500,hammodov,1461,e4 e5 Nf3 Nc6 Nc3 Nf6 d3 Bc5 h3 d6 Bg5 h6 Bh4 g5 Bg3 Bd7 Be2 Qe7 Qd2 Nb4 a3 Nc6 Nb5 Be6 d4 Nxe4 Qd3 Nxg3 fxg3 exd4 Nfxd4 Nxd4 Nxd4 Qf6 c3 Bd5 Bf3 Bxf3 gxf3 Bxd4 Qxd4 Qe5+ Qxe5+ dxe5 O-O O-O-O Rad1 f6 Rfe1 Rh7 Kf2 Rhd7 Ke2 Rd6 h4 gxh4 gxh4 h5 Rg1 Rb6 Rxd8+ Kxd8 Rg8+ Kd7 Rg7+ Kc6 b4 Ra6 Rg6 Kb5 Kd3 c5 Rh6 cxb4 axb4 Rd6+ Kc2 Kc4 Rxh5 Rd3 Rf5 Rd6 h5 b6 h6 Rd8 Rxf6 Rh8 Rc6+ Kd5 Rf6 Rh7 Rg6 Kc4 Rc6+ Kd5 Rg6 Kc4 Rf6 Kd5 Kb3 Rc7 Rg6 e4 fxe4+ Kxe4 Rg7 Rc6 h7 Rh6 Rxa7 Kf5 c4 Kg6 c5 bxc5 Ra6+ Kxh7 Rxh6+ Kxh6 bxc5 Kg6 c6,C46,Four Knights Game,6,123
XpVVbDCV,True,1471370000000.0,1471370000000.0,76,resign,black,7+8,pink-flower,1972,tjk125hqf,2072,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Qh4 Nc3 Bb4 Qd3 Nf6 Bd2 Bxc3 Bxc3 Qxe4+ Qxe4+ Nxe4 Nxc6 Nxc3 Ne5 Nd5 O-O-O Nf6 g4 O-O g5 Ne4 Nxd7 Nxf2 Nxf8 Nxd1 Kxd1 Kxf8 Bc4 Bg4+ Kd2 Rd8+ Kc3 Rd1 Rxd1 Bxd1 Bd5 c6 Be4 h6 h4 hxg5 hxg5 Bg4 Kd4 Ke7 c4 f6 g6 f5 Bd3 Kf6 Kc5 Kxg6 Kd6 Bf3 Ke5 Be4 Bxe4 fxe4 Kxe4 Kf6 Kf4 g5+ Ke4 Ke6 b4 b6 a4 g4,C45,Scotch Game: Modern Defense,10,76
ui2RhDXK,True,1498661296782.0,1498661600547.0,49,mate,white,8+0,lordofking,2156,rezakamran12,1700,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Nxd4 Qxd4 Nf6 e5 Ng8 Be3 Ne7 O-O-O Nf5 Qd3 Nxe3 Qxe3 Be7 Bd3 Bg5 f4 Bh6 g4 g6 Kb1 Bg7 Ne4 b6 Nd6+ Ke7 Be4 Rb8 Qa3 Qc7 Nxc8+ Kd8 Nd6 Rf8 Rhe1 f5 exf6 Bxf6 Nb7+ Rxb7 Qxf8#,B45,Sicilian Defense: Paulsen Variation |  Normal Variation,9,49
RsuYz6yb,True,1496340000000.0,1496340000000.0,60,resign,white,15+0,gameboymaster49899,1720,vornikoglo__oleg,1334,d4 e5 dxe5 Nc6 Nf3 d5 exd6 Bxd6 Nc3 Bg4 Nd4 Nxd4 Qxd4 Nf6 Bg5 Be6 e4 a6 e5 c5 Qxd6 Qxd6 exd6 Rd8 O-O-O Rd7 Bxf6 gxf6 Ne4 Bd5 Nxf6+ Kf8 Nxd7+ Kg7 Rxd5 Kg6 Ne5+ Kf6 d7 Ra8 d8=Q+ Rxd8 Rxd8 Kxe5 Rd7 b5 Rxf7 Kd4 Rxh7 b4 Bxa6 c4 Rd1+ Kc5 Rh5+ Kb6 Bxc4 b3 Rd6+ Kc7,A40,Englund Gambit,2,60
Rt9WB32T,True,1461010000000.0,1461010000000.0,124,resign,black,5+9,chuckrh,1648,walywin,1552,Nf3 d5 b3 e6 Bb2 f6 e3 e5 c4 dxc4 Bxc4 Nh6 h3 Nc6 O-O a6 d4 Bd6 Nbd2 exd4 Nxd4 Nxd4 exd4 Bf5 Re1+ Kd7 Qf3 c6 g4 Bg6 Re2 Re8 Rae1 Rxe2 Rxe2 Qa5 a3 Re8 Rxe8 Kxe8 Qe3+ Kd7 Qc3 Qg5 Qe3 Qxe3 fxe3 f5 g5 Nf7 h4 h6 gxh6 gxh6 Nf3 h5 Be2 f4 exf4 Bxf4 Kf2 Be4 Bc3 Ke8 Bd2 Bxd2 Nxd2 Bg6 Kf3 Nd6 Kf4 Nb5 Bxb5 axb5 Kg5 Bf7 b4 Kd7 Nf3 Ke6 Ne5 Be8 Kf4 Kd5 Ke3 b6 Kd3 c5 bxc5 bxc5 Nf3 Bg6+ Kc3 Be4 Nd2 cxd4+ Kb4 d3 Kxb5 Bh7 a4 Kd4 a5 Kc3 Nf1 d2 Nxd2 Kxd2 a6 Be4 Kb6 Ke3 a7 Kf4 Kc7 Kg4 Kb8 Kxh4 a8=Q Bxa8 Kxa8 Kg4 Kb8 h4,A06,Nimzowitsch-Larsen Attack,3,124
MBachEd2,True,1490150000000.0,1490150000000.0,41,resign,black,10+0,ethan_3f,1441,scorpion2248,1338,e4 e5 Bc4 Qf6 d3 Bc5 f3 h6 Nc3 g5 Nd5 Qc6 Be3 Bxe3 Nxe3 b5 Bd5 Qb6 Bxa8 c6 Qe2 d6 Nf5 Bxf5 exf5 Na6 O-O-O Qd8 Bxc6+ Kf8 Bxb5 Nb4 c3 Nxa2+ Kc2 Qb6 Bc4 Qa5 Ra1 Qxc3+ Kb1,C23,Bishop's Opening,3,41
voV4ekhS,True,1503010000000.0,1503010000000.0,110,resign,black,8+0,tutubelezza,1426,eideral,1527,e4 e6 Nf3 d5 exd5 exd5 Be2 Nf6 O-O Be6 Re1 Be7 d4 c6 Bg5 Nbd7 Nbd2 O-O Nf1 h6 Bxf6 Nxf6 c3 Qc7 Bd3 Bd6 Rc1 Rae8 Bb1 Bc8 Rxe8 Rxe8 Qc2 Bg4 Qd3 Bxf3 Qxf3 Nh7 Qd3 Nf6 Qc2 Ne4 Re1 g6 f3 Nf6 Rxe8+ Nxe8 Qd2 Kg7 Qe2 Nf6 g3 b6 f4 c5 Qf3 cxd4 cxd4 Qc1 Bd3 Qxb2 Qf2 Qxd4 Qxd4 Bc5 Qxc5 bxc5 Ba6 c4 Ne3 c3 Bd3 d4 Nc4 Nd5 Kf1 Ne3+ Ke1 Nxc4 Bxc4 f5 Kd1 Kf6 Kc2 Ke7 Kd3 Kd6 Bb3 Kc5 a3 g5 fxg5 hxg5 h3 f4 gxf4 gxf4 Bc2 f3 Bd1 f2 Ke2 d3+ Kxf2 c2 Bxc2 dxc2 Ke2 c1=Q,C00,French Defense: Knight Variation,3,110
7BiRwIud,False,1481860000000.0,1481860000000.0,23,resign,white,5+5,jovan_kingofkings,1786,alejo2737,1966,e4 d5 exd5 Nf6 Nc3 Nxd5 Nxd5 Qxd5 Nf3 Bg4 Be2 e5 O-O Nc6 h3 Bh5 b3 Be7 Bc4 Bxf3 Bxd5 Bxd5 Re1,B01,Scandinavian Defense: Modern Variation #2,4,23
EaxBT3aP,True,1489230000000.0,1489230000000.0,48,resign,black,15+10,sharkey101,1843,demonvortex,1938,e4 b6 Nf3 Bb7 e5 e6 d4 Ne7 Bd3 Nd5 a3 d6 Be4 Nc6 exd6 Bxd6 c3 Nf6 Bd3 O-O O-O Ne7 Bg5 Ned5 c4 Nf4 Bc2 Ng6 Re1 Re8 Nc3 Bf4 Bxf4 Nxf4 Qd2 N6h5 Ne4 Ng6 Bb3 f5 Neg5 Nhf4 Rac1 h6 Nxe6 Nxe6 c5 Bd5,B00,Owen Defense,2,48
6Iob1Y3v,True,1481220000000.0,1481220000000.0,54,mate,black,10+0,binder47,1183,loliponche,1248,e3 e5 Bb5 a6 Bc4 d6 Qe2 Nc6 Qh5 g6 Nf3 Nb4 d3 Nxc2+ Kd2 Nxa1 Qh3 Bxh3 gxh3 Nf6 Na3 Be7 d4 Ne4+ Kd3 Nxf2+ Kd2 Nxh1 h4 Nf2 Nc2 Bxh4 Nxh4 Qxh4 Nb4 Qxh2 d5 Ne4+ Kd3 f5 Nc2 Nxc2 Bd2 O-O-O a4 Nxd2 Kxc2 Nxc4+ Kb3 b5 axb5 axb5 Kb4 Qxb2#,A00,Van't Kruijs Opening,1,54
b7REekpw,True,1504472075615.0,1504472690412.0,85,resign,white,8+0,lrextonl,1515,shmulke,1514,d4 d5 e3 Nf6 Bd3 c6 g3 g6 Qf3 Bg7 Ne2 Bg4 Qg2 Ne4 f3 Bf5 fxe4 dxe4 Bc4 Nd7 a3 Nb6 Ba2 O-O Nbc3 Nd5 Nxd5 cxd5 Nc3 h5 Nxd5 e6 Nf4 Qb6 O-O Rac8 c3 Bh6 Bd2 Bxf4 gxf4 Qd8 c4 Qh4 Qg3 Qg4 Qxg4 hxg4 Rac1 b6 d5 Kg7 dxe6 fxe6 Bb4 Rh8 c5 bxc5 Bc3+ Kf7 Bxh8 Rxh8 Rxc5 Kf6 Rc7 a5 Ra7 Rh3 Re1 g3 hxg3 Rxg3+ Kf2 Rf3+ Ke2 Bg4 Kd2 Rf2+ Kc1 g5 fxg5+ Kxg5 Rxa5+ Bf5 Bxe6,D00,Queen's Pawn Game: Stonewall Attack,5,85
QROA1woS,True,1504180229944.0,1504180450945.0,51,resign,white,10+0,kroupy,2141,anastasia2009,1574,e4 e5 Bc4 Nf6 d3 Bc5 Ne2 Ng4 O-O Qh4 h3 Nxf2 Rxf2 Qxf2+ Kh2 O-O Nd2 d6 Nf3 g5 Bxg5 Be6 Bh4 Qe3 Nc3 Bxc4 dxc4 Qf4+ Bg3 Qf6 Nd5 Qh6 Nh4 c6 Nf5 Qg6 Nde7+ Kh8 Nxg6+ fxg6 Nxd6 Bxd6 Qxd6 Na6 Bxe5+ Kg8 Qe6+ Rf7 Rf1 Rf8 Bd6,C24,Bishop's Opening: Berlin Defense,4,51
wHtLWVyy,True,1502065838112.0,1502067147470.0,53,resign,white,25+6,paulorojas,1679,alex_65537,1626,b3 e5 Nf3 Nc6 Bb2 d6 Nc3 g6 e4 Bg4 Bb5 a6 Bxc6+ bxc6 h3 Bxf3 Qxf3 Nf6 d3 Bg7 O-O d5 exd5 cxd5 Rfe1 Qd6 Re2 O-O a4 Rfe8 Rae1 e4 dxe4 dxe4 Nxe4 Nxe4 Bxg7 Kxg7 Rxe4 Rxe4 Qxe4 Rd8 Qe5+ Qxe5 Rxe5 Rd6 Rc5 Rd7 Rc6 Rd6 Rxc7 Rd2 Kf1,A01,Nimzo-Larsen Attack: Modern Variation,2,53
0W8BmATc,True,1503459276365.0,1503460606264.0,37,outoftime,white,10+5,schchesss,1517,chrisca408,1559,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Bd3 c5 d5 a6 a4 Ne8 O-O f5 Bg5 h6 Bd2 g5 exf5 Bxf5 Qc2 Bg4 Ne1 Bd4 Bh7+ Kh8 Qg6 Nf6 Qxh6 Nxh7 Bxg5 Rf5 h4,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9,37
m2sEcsg3,True,1434740000000.0,1434740000000.0,29,resign,white,10+0,husref,2067,traced,2243,b4 Nf6 Bb2 e6 b5 b6 e3 Bb7 Nf3 Be7 c4 O-O Be2 d5 O-O Nbd7 d4 a6 a4 axb5 axb5 Rxa1 Bxa1 c5 Nbd2 Qc7 Qb3 Ra8 Bb2,A00,Polish Opening: Queen's Indian Variation,6,29
SDDXGw21,False,1499620000000.0,1499620000000.0,30,resign,white,30+0,stephen789,1500,shivangithegenius,978,e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nf3 g6 Bg5 Qa5+ Qxa5 Nxa5 Nbd2 Bg7 Bxf6 Bxf6 O-O-O e6 e5 Bg5 Bd3 Bxd2+ Nxd2 O-O h4 h6 Nf3 f6,B21,Sicilian Defense: Smith-Morra Gambit #2,3,30
OpYnoKAA,False,1502969345814.0,1502969987615.0,61,mate,white,8+0,mrunank,1605,aldyz,1603,e4 e5 Nf3 Nc6 Nc3 Bc5 Nxe5 Nxe5 d4 Bd6 dxe5 Bxe5 Bd2 Nf6 Bc4 O-O O-O c6 Bg5 h6 Bh4 g5 Bg3 Bxc3 bxc3 d5 exd5 cxd5 Bb3 Be6 Re1 Qb6 Re3 Rad8 Qf3 Ne4 Rd1 Rd7 Qh5 Kg7 h4 Nf6 Be5 Bg4 Bxf6+ Qxf6 Qxg4 Qf5 Qxf5 Rd6 Rxd5 Rf6 Qg4 Rg6 hxg5 hxg5 Rxg5 Rxg5 Qxg5+ Kh7 Rh3#,C46,Three Knights Opening,5,61
U2a0n39T,True,1495179616461.0,1495180088518.0,51,resign,white,10+0,shivasurya9,1813,charzi,1571,e4 e5 Nf3 Nc6 d4 d6 dxe5 dxe5 Qxd8+ Kxd8 Bb5 Bd7 O-O Nf6 Bxc6 Bxc6 Nxe5 Bxe4 Nxf7+ Kd7 Nxh8 Bc5 Nc3 Bxc2 Nf7 Rf8 Ne5+ Kc8 Bg5 h6 Bxf6 gxf6 Nf3 Rd8 Rac1 Bd3 Rfd1 Rd6 Ne1 Bc4 Rxd6 Bxd6 Ne4 Bb4 Rxc4 Bxe1 Nxf6 b5 Re4 Kb7 Rxe1,C44,Scotch Game,5,51
tKWKm5On,True,1503149132825.0,1503149464999.0,48,resign,black,10+0,yellow_dragon,1888,moreno13,1957,d4 Nf6 c4 d6 Nc3 g6 e4 Bg7 f3 Nbd7 Be3 O-O Bd3 c5 d5 Ne5 Nge2 Nxd3+ Qxd3 Nd7 b3 Ne5 Qd2 f5 h4 fxe4 fxe4 Ng4 O-O-O Qe8 Kc2 a5 h5 a4 Nxa4 Rxa4 bxa4 Qxa4+ Kc1 Qxc4+ Kb1 Qxe4+ Qd3 Bf5 Qxe4 Bxe4+ Kc1 Nxe3,E80,King's Indian Defense: Saemisch Variation,9,48
OUCdQbcq,True,1502895339950.0,1502898229805.0,58,resign,black,30+30,mamaduck,1334,finessemax,1735,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 e3 O-O Bd2 c5 a3 Bxc3 Bxc3 cxd4 exd4 dxc4 Bxc4 Nc6 O-O a6 Re1 b5 Bd3 Bb7 Ng5 Ne7 Re3 Ned5 Rh3 h6 Qc2 Nf4 Bh7+ Kh8 Rh4 Qd5 Be4 Nxe4 Nxe4 Ng6 Rh3 Qxe4 Qxe4 Bxe4 f3 Bd5 Re1 a5 b4 axb4 Bxb4 Rfc8 Kf2 Nf4 Kg3 Nxh3,E51,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation,10,58
fKCZAFll,True,1503516718752.0,1503516897263.0,23,resign,black,10+0,frankiedaps,1553,divendi,1687,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Be6 Bd3 Be7 O-O c5 Re1 cxd4 Ne2 Nc6 c3 dxc3 bxc3 a6 Qb3,C41,Philidor Defense: Exchange Variation,8,23
orGk04lC,True,1487230000000.0,1487230000000.0,36,mate,black,15+2,saeed65,1721,suhamdi_bungo,1679,Nf3 Nc6 Nc3 e5 d3 h6 h3 d5 e3 Bb4 Bd2 d4 exd4 Nxd4 Be2 Nxf3+ Bxf3 Nf6 O-O Bxc3 Bxc3 O-O Bxe5 Nh7 Bc3 Qg5 Kh1 Qh4 Re1 Ng5 Kg1 Bxh3 gxh3 Nxh3+ Kf1 Qxf2#,A04,Zukertort Opening: Black Mustang Defense,2,36
zZg84kcp,True,1435610000000.0,1435610000000.0,44,mate,black,10+0,aleroniponi,1167,kopr,1346,e4 Nc6 Nf3 e5 Bb5 a6 O-O axb5 Na3 Nd4 c3 Nxf3+ Qxf3 Bxa3 bxa3 Nf6 Rb1 c6 Re1 d6 Rb4 Bg4 Qg3 O-O c4 Ra7 cxb5 cxb5 Rxb5 h5 Bb2 Nxe4 Rxe4 Ra5 Rxb7 Qa8 Rd7 Rb8 Rxd6 Rxa3 Qxa3 Qxe4 Rd3 Qe1#,C70,Ruy Lopez,6,44
7dyW7S9t,True,1503572407680.0,1503573183905.0,90,resign,black,10+0,aszilagyi,2060,stergioos,2111,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O a3 Be7 Bg5 b6 Nf3 Bb7 e3 h6 Bxf6 Bxf6 Be2 d5 cxd5 exd5 O-O Ba6 Bxa6 Nxa6 Qa4 Nb8 Rac1 c6 b4 b5 Qc2 Nd7 a4 a6 a5 Qe7 Nd2 Qxb4 Nb3 c5 Nxd5 Qc4 Nxf6+ Nxf6 Qxc4 bxc4 Rxc4 cxd4 Nxd4 Rab8 Rfc1 Rb2 Rc8 Rxc8 Rxc8+ Kh7 f3 Nd5 Rc2 Rb1+ Kf2 Ra1 e4 Nb4 Rc4 Nd3+ Ke3 Ne5 Rc5 f6 h3 Ra3+ Kd2 Rd3+ Ke2 Rxd4 Rd5 Rxd5 exd5 Kg8 Ke3 Nc4+ Kd4 Nxa5 d6 Nb7 d7 Kf7,E20,Nimzo-Indian Defense,6,90
